PM2.5,PM10,NO2,O3,cat
3.3784726115413513,3.260846739873951,1.2022476776820974,-1.3465941283289935,3.0
3.309082366416308,3.2692544390408913,1.0255362905310272,-1.3465941283289935,3.0
3.109585411681809,3.033838862366571,0.9813584437432596,-1.3465941283289935,3.0
2.797329308619115,2.6639000990212107,0.937180596955492,-1.377517148030611,3.0
2.970804921431723,3.025431163199631,1.246425524469865,-0.9755178919095844,3.0
3.100911631041179,2.974984968197991,0.8930027501677245,-1.3465941283289935,3.0
2.927436018228571,3.134731252369851,0.8267359799860732,-1.377517148030611,3.0
2.7799817473378545,2.974984968197991,0.9150916735616083,-1.377517148030611,3.0
2.8233506505410064,3.025431163199631,1.1359809075004461,-1.377517148030611,3.0
2.8493719924628973,2.7395693915236707,1.2906033712576324,-1.377517148030611,3.0
2.753960405415963,2.5798231073518108,1.51149260519647,-0.9755178919095844,3.0
2.858045773103528,2.6639000990212107,1.644026145559773,-1.315671108627376,3.0
2.476399424915791,2.2939613356758506,1.8649153794986106,-1.2538250692241413,3.0
3.213670779369374,3.050654260700451,2.68220554507231,-1.2538250692241413,2.0
3.8728781080572836,3.6476009015531914,3.3227843234949397,-1.2538250692241413,2.0
4.098396404713673,3.8998318765613913,3.278606476707172,-1.315671108627376,2.0
4.098396404713673,3.9502780715630315,3.212339706525521,-1.2538250692241413,2.0
3.881551888697914,3.6560086007201313,2.881005855617264,-1.4084401677322285,2.0
3.6994024952446756,3.521485414049091,2.792650162041729,-1.4084401677322285,2.0
3.395820172822612,3.2776621382078313,2.5496720047090076,-1.4084401677322285,2.0
3.2917348051350475,3.2019928457053712,2.4392273877395887,-1.377517148030611,2.0
3.152954314884961,3.218808244039251,2.2404270771946346,-1.377517148030611,3.0
3.100911631041179,3.017023464032691,1.9753599964680295,-1.377517148030611,3.0
2.788655527978485,2.8152386840261308,1.6882039923475403,-1.4084401677322285,3.0
2.597832353884616,3.017023464032691,1.644026145559773,-1.377517148030611,3.0
2.814676869900376,3.159954349870671,1.5998482987720053,-1.377517148030611,3.0
3.100911631041179,3.462631519880511,1.9974489198619132,-1.3465941283289935,3.0
2.8927408956660496,2.697530895688971,1.644026145559773,-1.377517148030611,3.0
1.0018567160086245,0.8646524772960503,0.9592695203493758,-1.2538250692241413,3.0
0.17784755514873737,0.06592105643675004,0.451224282290049,-1.3465941283289935,4.0
-0.38594818649223794,-0.48057938941435013,-0.1893544961325804,-0.6662876948934101,4.0
-0.498707334820433,-0.5898794785845701,-0.2556212663142317,-0.6044416554901753,4.0
-0.6461616057111497,-0.7328103644225502,-0.5869551172224883,-0.1715193796675313,4.0
-0.6895305089143016,-0.7748488602572502,-0.5869551172224883,-0.10967334026429644,4.0
-0.6288140444298889,-0.7159949660886702,-0.5427772704347208,-0.07875032056267901,4.0
-0.6721829476330408,-0.7580334619233703,-0.807844351161326,0.354171955259965,4.0
-0.32523172200782524,1.1673296473058905,0.20824612495732753,-0.047827300861061586,3.0
0.6982743935865607,0.5703830064531502,0.7162913630166543,-0.1715193796675313,3.0
0.11713109066432466,0.8646524772960503,0.4291353588961653,0.32324893555834755,3.0
1.4875884318839263,1.3354836306446904,1.2906033712576324,0.1686338370502604,3.0
1.4268719673995136,1.2766297364761106,1.0697141373187946,0.2614028961551127,3.0
1.0105304966492548,0.8730601764629903,1.0034473671371433,0.07586477794540812,3.0
0.7589908580709734,0.6292369006217302,0.9813584437432596,-0.4498265569820881,3.0
0.35132316796134516,0.2340750397755501,0.49540212907781656,-0.20244239936914873,3.0
0.35999694860197556,0.2424827389424901,0.49540212907781656,-0.38798051757885327,3.0
0.2559115809144109,0.14159034893921008,0.5174910524717004,-0.6044416554901753,4.0
0.49877743885206177,0.37700592561353014,0.9150916735616083,-1.0682869510144366,4.0
0.6028628065396264,0.4778983156168102,1.3126922946515163,-1.4084401677322285,4.0
1.1232896449774499,0.9823602656332103,1.7986486093169591,-1.3465941283289935,3.0
1.5569786770089695,1.4027452239802105,2.019537843255797,-1.2538250692241413,3.0
1.7131067285403165,1.5540838089851305,1.9532710730741456,-1.315671108627376,3.0
1.7131067285403165,1.5540838089851305,1.909093226286378,-1.315671108627376,3.0
1.6610640446965341,1.5036376139834906,1.820737532710843,0.354171955259965,3.0
1.8171920962278811,1.6549761989884106,1.820737532710843,-1.3465941283289935,3.0
1.8085183155872508,1.6465684998214705,1.7986486093169591,-1.377517148030611,3.0
1.478914651243296,1.3270759314777505,1.5998482987720053,-1.377517148030611,3.0
1.2533963545869058,1.1084757531373104,1.4452258350148188,-1.377517148030611,3.0
1.2273750126650147,1.0832526556364903,1.4231369116209351,-1.3465941283289935,3.0
1.1840061094618628,1.0412141598017903,1.1138919841065622,-1.2538250692241413,3.0
0.5161250001333225,0.39382132394741015,0.4733132056839328,-0.8827488328047322,4.0
0.6202103678208872,0.4947137139506902,0.6942024396227705,-0.6972107145950276,3.0
0.6462317097427784,0.5199368114515102,0.7383802864105381,-0.38798051757885327,3.0
0.7242957355084519,0.5956061039539702,1.3347812180454,-0.6662876948934101,3.0
1.2880914771494274,1.1421065498050704,2.5717609281028913,-1.0064409116112019,3.0
1.7391280704622076,1.8987994748296706,2.7263833918600775,-0.9755178919095844,3.0
1.7304542898215773,1.5708992073190104,-1.4263342061900717,-0.20244239936914873,3.0
2.615179915165877,2.621861603186511,2.9251837024050316,-1.377517148030611,3.0
2.9621311407910924,2.857277179860831,2.9251837024050316,-1.4084401677322285,2.0
3.196323218088113,3.176769748204551,2.8368280088294964,-1.4084401677322285,2.0
3.3611250502600907,3.151546650703731,2.9472726257989152,-1.377517148030611,2.0
3.0488689471973967,3.092692756535151,2.8589169322233805,-1.377517148030611,2.0
2.9881524827129837,3.235623642373131,2.68220554507231,-1.4084401677322285,2.0
3.1876494374474826,3.311292934875591,2.7263833918600775,-1.4084401677322285,2.0
3.2223445600100042,3.017023464032691,2.483405234527356,-0.38798051757885327,2.0
3.1876494374474826,3.328108333209471,2.792650162041729,-1.4084401677322285,2.0
3.2743872438537864,3.622377804052371,2.8368280088294964,-0.38798051757885327,2.0
3.4044939534632426,3.8073471857250514,2.5054941579212398,-1.377517148030611,2.0
2.571811011962725,2.386446026512191,2.019537843255797,-1.4084401677322285,3.0
2.103426857368684,1.9324302714974306,1.820737532710843,-1.4084401677322285,3.0
2.103426857368684,1.9660610681651907,1.9753599964680295,-1.377517148030611,3.0
2.996826263353614,3.033838862366571,3.1239840129499856,-1.3465941283289935,2.0
2.060057954165532,1.8903917756627306,1.931182149680262,-1.1919790298209063,3.0
0.6202103678208872,0.4947137139506902,0.8930027501677245,-0.944594872207967,3.0
1.0452256192117764,0.9066909731307503,1.4231369116209351,-0.6353646751917927,3.0
1.6957591672590557,1.5372684106512506,2.218338153800751,-0.7590567539982624,3.0
1.990667709040489,1.8735763773288507,2.483405234527356,-0.8518258131031147,3.0
2.3549664959469654,2.176253547338691,2.483405234527356,-0.9755178919095844,3.0
1.9646463671185979,1.7979070848263907,2.483405234527356,-1.2538250692241413,3.0
1.7564756317434684,1.5961223048198305,2.3950495409518213,-1.4084401677322285,3.0
1.8085183155872508,1.6465684998214705,2.417138464345705,-1.4084401677322285,3.0
2.172817102493727,1.9996918648329507,2.6380276982845428,-1.4084401677322285,3.0
2.259554908900031,2.083768856502351,2.5054941579212398,-1.4084401677322285,3.0
