PM2.5,PM10,NO2,O3,cat
0.6788732394366197,0.5766081871345029,0.5534883720930233,0.015267175572519083,3.0
0.6676056338028169,0.5777777777777777,0.5162790697674419,0.015267175572519083,3.0
0.6352112676056338,0.5450292397660819,0.5069767441860465,0.015267175572519083,3.0
0.5845070422535211,0.4935672514619883,0.49767441860465117,0.007633587786259542,3.0
0.6126760563380281,0.543859649122807,0.5627906976744186,0.10687022900763359,3.0
0.6338028169014085,0.5368421052631579,0.4883720930232558,0.015267175572519083,3.0
0.6056338028169014,0.5590643274853802,0.4744186046511628,0.007633587786259542,3.0
0.5816901408450704,0.5368421052631579,0.4930232558139535,0.007633587786259542,3.0
0.5887323943661972,0.543859649122807,0.5395348837209303,0.007633587786259542,3.0
0.5929577464788732,0.504093567251462,0.5720930232558139,0.007633587786259542,3.0
0.5774647887323944,0.4818713450292398,0.6186046511627907,0.10687022900763359,3.0
0.5943661971830986,0.4935672514619883,0.6465116279069767,0.022900763358778626,3.0
0.532394366197183,0.4421052631578947,0.6930232558139535,0.03816793893129771,3.0
0.652112676056338,0.5473684210526316,0.8651162790697674,0.03816793893129771,2.0
0.7591549295774648,0.6304093567251462,1.0,0.03816793893129771,2.0
0.795774647887324,0.6654970760233918,0.9906976744186047,0.022900763358778626,2.0
0.795774647887324,0.672514619883041,0.9767441860465116,0.03816793893129771,2.0
0.7605633802816901,0.631578947368421,0.9069767441860465,0.0,2.0
0.7309859154929578,0.6128654970760234,0.8883720930232558,0.0,2.0
0.6816901408450704,0.5789473684210527,0.8372093023255814,0.0,2.0
0.6647887323943662,0.5684210526315789,0.813953488372093,0.007633587786259542,2.0
0.6422535211267606,0.5707602339181287,0.772093023255814,0.007633587786259542,3.0
0.6338028169014085,0.5426900584795321,0.7162790697674418,0.007633587786259542,3.0
0.5830985915492958,0.5146198830409356,0.6558139534883721,0.0,3.0
0.5521126760563381,0.5426900584795321,0.6465116279069767,0.007633587786259542,3.0
0.5873239436619718,0.5625730994152047,0.6372093023255814,0.007633587786259542,3.0
0.6338028169014085,0.6046783625730994,0.7209302325581395,0.015267175572519083,3.0
0.6,0.4982456140350877,0.6465116279069767,0.007633587786259542,3.0
0.29295774647887324,0.2432748538011696,0.5023255813953489,0.03816793893129771,3.0
0.1591549295774648,0.13216374269005848,0.3953488372093023,0.015267175572519083,4.0
0.0676056338028169,0.056140350877192984,0.26046511627906976,0.183206106870229,4.0
0.04929577464788732,0.04093567251461988,0.24651162790697675,0.1984732824427481,4.0
0.02535211267605634,0.021052631578947368,0.17674418604651163,0.3053435114503817,4.0
0.018309859154929577,0.0152046783625731,0.17674418604651163,0.32061068702290074,4.0
0.028169014084507043,0.023391812865497075,0.18604651162790697,0.3282442748091603,4.0
0.02112676056338028,0.017543859649122806,0.13023255813953488,0.4351145038167939,4.0
0.07746478873239436,0.28538011695906434,0.34418604651162793,0.33587786259541985,3.0
0.24366197183098592,0.2023391812865497,0.4511627906976744,0.3053435114503817,3.0
0.14929577464788732,0.2432748538011696,0.39069767441860465,0.42748091603053434,3.0
0.37183098591549296,0.3087719298245614,0.5720930232558139,0.3893129770992366,3.0
0.3619718309859155,0.30058479532163745,0.5255813953488372,0.4122137404580153,3.0
0.2943661971830986,0.24444444444444444,0.5116279069767442,0.366412213740458,3.0
0.2535211267605634,0.21052631578947367,0.5069767441860465,0.2366412213740458,3.0
0.18732394366197183,0.15555555555555556,0.4046511627906977,0.29770992366412213,3.0
0.18873239436619718,0.1567251461988304,0.4046511627906977,0.25190839694656486,3.0
0.17183098591549295,0.14269005847953217,0.40930232558139534,0.1984732824427481,4.0
0.2112676056338028,0.17543859649122806,0.4930232558139535,0.08396946564885496,4.0
0.22816901408450704,0.18947368421052632,0.5767441860465117,0.0,4.0
0.3126760563380282,0.2596491228070175,0.6790697674418604,0.015267175572519083,3.0
0.38309859154929576,0.31812865497076026,0.7255813953488373,0.03816793893129771,3.0
0.4084507042253521,0.3391812865497076,0.7116279069767442,0.022900763358778626,3.0
0.4084507042253521,0.3391812865497076,0.7023255813953488,0.022900763358778626,3.0
0.4,0.3321637426900585,0.6837209302325581,0.4351145038167939,3.0
0.4253521126760563,0.3532163742690059,0.6837209302325581,0.015267175572519083,3.0
0.423943661971831,0.352046783625731,0.6790697674418604,0.007633587786259542,3.0
0.3704225352112676,0.30760233918128654,0.6372093023255814,0.007633587786259542,3.0
0.33380281690140845,0.2771929824561403,0.6046511627906976,0.007633587786259542,3.0
0.3295774647887324,0.2736842105263158,0.6,0.015267175572519083,3.0
0.32253521126760565,0.26783625730994154,0.5348837209302325,0.03816793893129771,3.0
0.2140845070422535,0.17777777777777778,0.4,0.1297709923664122,4.0
0.23098591549295774,0.19181286549707602,0.44651162790697674,0.17557251908396945,3.0
0.2352112676056338,0.1953216374269006,0.4558139534883721,0.25190839694656486,3.0
0.24788732394366197,0.20584795321637428,0.5813953488372093,0.183206106870229,3.0
0.33943661971830985,0.2818713450292398,0.8418604651162791,0.09923664122137404,3.0
0.4126760563380282,0.3871345029239766,0.8744186046511628,0.10687022900763359,3.0
0.4112676056338028,0.34152046783625734,0.0,0.29770992366412213,3.0
0.5549295774647888,0.48771929824561405,0.9162790697674419,0.007633587786259542,3.0
0.6112676056338028,0.52046783625731,0.9162790697674419,0.0,2.0
0.6492957746478873,0.5649122807017544,0.8976744186046511,0.0,2.0
0.676056338028169,0.5614035087719298,0.9209302325581395,0.007633587786259542,2.0
0.6253521126760564,0.5532163742690058,0.9023255813953488,0.007633587786259542,2.0
0.6154929577464788,0.5730994152046783,0.8651162790697674,0.0,2.0
0.647887323943662,0.583625730994152,0.8744186046511628,0.0,2.0
0.6535211267605634,0.5426900584795321,0.8232558139534883,0.25190839694656486,2.0
0.647887323943662,0.5859649122807018,0.8883720930232558,0.0,2.0
0.6619718309859155,0.6269005847953216,0.8976744186046511,0.25190839694656486,2.0
0.6830985915492958,0.6526315789473685,0.827906976744186,0.007633587786259542,2.0
0.547887323943662,0.45497076023391814,0.7255813953488373,0.0,3.0
0.47183098591549294,0.391812865497076,0.6837209302325581,0.0,3.0
0.47183098591549294,0.39649122807017545,0.7162790697674418,0.007633587786259542,3.0
0.6169014084507042,0.5450292397660819,0.958139534883721,0.015267175572519083,2.0
0.4647887323943662,0.38596491228070173,0.7069767441860465,0.05343511450381679,3.0
0.23098591549295774,0.19181286549707602,0.4883720930232558,0.11450381679389313,3.0
0.3,0.24912280701754386,0.6,0.19083969465648856,3.0
0.4056338028169014,0.3368421052631579,0.7674418604651163,0.16030534351145037,3.0
0.4535211267605634,0.38362573099415204,0.8232558139534883,0.13740458015267176,3.0
0.5126760563380282,0.4257309941520468,0.8232558139534883,0.10687022900763359,3.0
0.44929577464788734,0.3730994152046784,0.8232558139534883,0.03816793893129771,3.0
0.4154929577464789,0.34502923976608185,0.8046511627906977,0.0,3.0
0.423943661971831,0.352046783625731,0.8093023255813954,0.0,3.0
0.4830985915492958,0.40116959064327484,0.8558139534883721,0.0,3.0
0.4971830985915493,0.4128654970760234,0.827906976744186,0.0,3.0
0.5309859154929577,0.4409356725146199,0.7534883720930232,0.0,3.0
0.45774647887323944,0.38011695906432746,0.6139534883720931,0.0,3.0
0.28169014084507044,0.23391812865497075,0.5209302325581395,0.0,3.0
0.2323943661971831,0.19298245614035087,0.5116279069767442,0.0,4.0
0.21971830985915494,0.1824561403508772,0.5209302325581395,0.0,4.0
0.2323943661971831,0.19298245614035087,0.5209302325581395,0.0,4.0
0.24225352112676057,0.20116959064327486,0.5209302325581395,0.19083969465648856,3.0
0.3563380281690141,0.41754385964912283,0.5767441860465117,0.0,3.0
0.46901408450704224,0.4654970760233918,0.6093023255813953,0.0,3.0
0.3957746478873239,0.37543859649122807,0.6046511627906976,0.0,3.0
0.38309859154929576,0.31812865497076026,0.6093023255813953,0.0,3.0
0.37746478873239436,0.3134502923976608,0.6186046511627907,0.0,3.0
0.3845070422535211,0.3192982456140351,0.6139534883720931,0.0,3.0
0.37183098591549296,0.3087719298245614,0.6046511627906976,0.0,3.0
0.3464788732394366,0.28771929824561404,0.5906976744186047,0.0,3.0
0.3323943661971831,0.2760233918128655,0.5534883720930233,0.007633587786259542,3.0
0.30985915492957744,0.2573099415204678,0.5116279069767442,0.13740458015267176,3.0
0.2859154929577465,0.23742690058479532,0.4790697674418605,0.10687022900763359,3.0
0.223943661971831,0.18596491228070175,0.4372093023255814,0.08396946564885496,4.0
0.2549295774647887,0.21169590643274855,0.5023255813953489,0.007633587786259542,4.0
0.2535211267605634,0.21052631578947367,0.5441860465116279,0.0,3.0
0.2647887323943662,0.22923976608187135,0.5581395348837209,0.0,3.0
0.30422535211267604,0.25263157894736843,0.5767441860465117,0.0,3.0
0.27605633802816903,0.22923976608187135,0.5581395348837209,0.0,3.0
0.24929577464788732,0.20701754385964913,0.5302325581395348,0.0,4.0
0.2549295774647887,0.21169590643274855,0.5302325581395348,0.0,4.0
0.2549295774647887,0.21169590643274855,0.5069767441860465,0.0,4.0
0.2549295774647887,0.21169590643274855,0.5069767441860465,0.0,4.0
0.24366197183098592,0.2023391812865497,0.4697674418604651,0.0,4.0
0.21971830985915494,0.1824561403508772,0.44651162790697674,0.0,4.0
0.21830985915492956,0.18128654970760233,0.4558139534883721,0.08396946564885496,4.0
0.23661971830985915,0.19649122807017544,0.4604651162790698,0.0,4.0
0.23380281690140844,0.19415204678362574,0.4558139534883721,0.0,4.0
0.24507042253521127,0.20350877192982456,0.42790697674418604,0.0,4.0
0.2352112676056338,0.1953216374269006,0.42790697674418604,0.0,4.0
0.24225352112676057,0.20116959064327486,0.4418604651162791,0.0,4.0
0.29295774647887324,0.2432748538011696,0.4790697674418605,0.0,3.0
0.3,0.24912280701754386,0.4604651162790698,0.030534351145038167,3.0
0.2676056338028169,0.2222222222222222,0.4186046511627907,0.10687022900763359,3.0
0.2605633802816901,0.21637426900584794,0.4,0.17557251908396945,3.0
0.2774647887323944,0.2304093567251462,0.5162790697674419,0.10687022900763359,3.0
0.2971830985915493,0.24678362573099416,0.5953488372093023,0.061068702290076333,3.0
0.29859154929577464,0.247953216374269,0.6,0.022900763358778626,3.0
0.30704225352112674,0.2549707602339181,0.6372093023255814,0.0,3.0
0.29295774647887324,0.2432748538011696,0.641860465116279,0.0,3.0
0.30140845070422534,0.25029239766081873,0.6697674418604651,0.0,3.0
0.3056338028169014,0.25380116959064325,0.6976744186046512,0.0,3.0
0.3267605633802817,0.27134502923976606,0.7209302325581395,0.0,3.0
0.3323943661971831,0.2760233918128655,0.7023255813953488,0.0,3.0
0.3267605633802817,0.27134502923976606,0.5767441860465117,0.0,3.0
0.3352112676056338,0.2783625730994152,0.5627906976744186,0.0,3.0
0.3323943661971831,0.2760233918128655,0.5488372093023256,0.0,3.0
0.3112676056338028,0.2584795321637427,0.5302325581395348,0.0,3.0
0.2887323943661972,0.23976608187134502,0.4790697674418605,0.0,3.0
0.2859154929577465,0.23742690058479532,0.413953488372093,0.17557251908396945,3.0
0.2774647887323944,0.2304093567251462,0.4372093023255814,0.0,4.0
